passengerid,survived,pclass,sex,age,sibsp,parch,ticket,fare,cabin,embarked_C,embarked_Q,embarked_S
842,0,2,male,16.0,0,0,S.O./P.P. 3,10.5,,False,False,True
843,1,1,female,30.0,0,0,113798,31.0,,True,False,False
844,0,3,male,34.5,0,0,2683,6.4375,,True,False,False
845,0,3,male,17.0,0,0,315090,8.6625,,False,False,True
846,0,3,male,42.0,0,0,C.A. 5547,7.55,,False,False,True
847,0,3,male,29.69911764705882,8,2,CA. 2343,69.55,,False,False,True
848,0,3,male,35.0,0,0,349213,7.8958,,True,False,False
849,0,2,male,28.0,0,1,248727,33.0,,False,False,True
850,1,1,female,29.69911764705882,1,0,17453,89.1042,C92,True,False,False
851,0,3,male,4.0,4,2,347082,31.275,,False,False,True
852,0,3,male,74.0,0,0,347060,7.775,,False,False,True
853,0,3,female,9.0,1,1,2678,15.2458,,True,False,False
854,1,1,female,16.0,0,1,PC 17592,39.4,D28,False,False,True
855,0,2,female,44.0,1,0,244252,26.0,,False,False,True
856,1,3,female,18.0,0,1,392091,9.35,,False,False,True
857,1,1,female,45.0,1,1,36928,164.8667,,False,False,True
858,1,1,male,51.0,0,0,113055,26.55,E17,False,False,True
859,1,3,female,24.0,0,3,2666,19.2583,,True,False,False
860,0,3,male,29.69911764705882,0,0,2629,7.2292,,True,False,False
861,0,3,male,41.0,2,0,350026,14.1083,,False,False,True
862,0,2,male,21.0,1,0,28134,11.5,,False,False,True
863,1,1,female,48.0,0,0,17466,25.9292,D17,False,False,True
864,0,3,female,29.69911764705882,8,2,CA. 2343,69.55,,False,False,True
865,0,2,male,24.0,0,0,233866,13.0,,False,False,True
866,1,2,female,42.0,0,0,236852,13.0,,False,False,True
867,1,2,female,27.0,1,0,SC/PARIS 2149,13.8583,,True,False,False
868,0,1,male,31.0,0,0,PC 17590,50.4958,A24,False,False,True
869,0,3,male,29.69911764705882,0,0,345777,9.5,,False,False,True
870,1,3,male,4.0,1,1,347742,11.1333,,False,False,True
871,0,3,male,26.0,0,0,349248,7.8958,,False,False,True
872,1,1,female,47.0,1,1,11751,52.5542,D35,False,False,True
873,0,1,male,33.0,0,0,695,5.0,B51 B53 B55,False,False,True
874,0,3,male,47.0,0,0,345765,9.0,,False,False,True
875,1,2,female,28.0,1,0,P/PP 3381,24.0,,True,False,False
876,1,3,female,15.0,0,0,2667,7.225,,True,False,False
877,0,3,male,20.0,0,0,7534,9.8458,,False,False,True
878,0,3,male,19.0,0,0,349212,7.8958,,False,False,True
879,0,3,male,29.69911764705882,0,0,349217,7.8958,,False,False,True
880,1,1,female,56.0,0,1,11767,83.1583,C50,True,False,False
881,1,2,female,25.0,0,1,230433,26.0,,False,False,True
882,0,3,male,33.0,0,0,349257,7.8958,,False,False,True
883,0,3,female,22.0,0,0,7552,10.5167,,False,False,True
884,0,2,male,28.0,0,0,C.A./SOTON 34068,10.5,,False,False,True
885,0,3,male,25.0,0,0,SOTON/OQ 392076,7.05,,False,False,True
886,0,3,female,39.0,0,5,382652,29.125,,False,True,False
887,0,2,male,27.0,0,0,211536,13.0,,False,False,True
888,1,1,female,19.0,0,0,112053,30.0,B42,False,False,True
889,0,3,female,29.69911764705882,1,2,W./C. 6607,23.45,,False,False,True
890,1,1,male,26.0,0,0,111369,30.0,C148,True,False,False
891,0,3,male,32.0,0,0,370376,7.75,,False,True,False
